index,number_of_friends,number_of_tweets,content_of_tweets,url_ratio,friends_to_follower_ratio,age,following_rate
22970058,1,1,0,0,1,1,0
23770754,0,0,1,1,1,1,1
24176877,1,1,0,0,1,1,0
25046383,0,1,0,1,1,1,1
25484842,0,1,0,1,1,1,0
26261259,0,1,0,1,1,1,1
27315878,1,1,0,0,1,1,0
29742445,0,1,1,1,1,1,1
31135311,0,1,1,0,1,1,1
31379656,0,1,0,0,1,1,1
33516491,0,1,1,1,1,1,1
33679344,0,1,0,0,1,1,1
34580222,0,1,1,1,1,1,1
36286962,0,1,0,1,1,1,1
37186955,0,1,0,1,1,1,1
37204587,0,1,1,1,1,1,1
39201963,0,1,0,0,1,1,1
40337017,1,1,1,1,1,1,0
43775439,0,1,1,1,1,1,1
44358439,0,1,1,0,1,1,1
44604091,0,1,1,1,1,1,1
45110939,0,1,1,1,1,1,1
45399578,0,1,1,1,1,1,1
45562154,0,1,1,0,1,1,1
45603460,0,0,1,1,1,1,1
47588692,1,1,0,1,1,1,0
47610275,0,1,1,1,1,1,1
47708690,0,1,1,1,1,1,0
49683347,0,0,1,1,1,1,1
49726434,0,1,1,1,1,1,1
49951518,0,1,0,1,1,1,1
49961511,0,1,0,0,1,1,1
50594775,0,1,1,1,1,1,1
50606585,0,1,0,1,1,1,1
50650272,0,1,1,1,1,1,1
51065893,0,1,1,1,1,1,1
51169895,0,1,1,1,1,1,1
51484684,0,1,1,1,1,1,1
52140322,0,1,1,0,1,1,1
53400463,0,1,0,0,1,1,0
56336047,0,1,1,1,1,1,1
57573169,1,1,0,1,1,1,0
58017998,0,1,0,1,1,1,1
58436154,0,1,0,1,1,1,1
60340425,0,1,1,0,1,1,1
60490488,0,1,1,1,1,1,0
63501503,0,1,1,1,1,1,1
65402914,0,1,1,1,1,1,1
67253599,0,1,0,1,1,1,1
67887304,1,1,1,1,1,1,0
68123840,0,1,1,0,1,1,1
68800287,0,1,1,0,1,1,1
68940614,0,1,1,1,1,1,1
69575984,0,1,1,0,1,1,1
70228722,0,1,1,1,1,1,1
74861616,0,1,0,1,1,1,1
76612795,0,1,1,1,1,1,1
78845364,0,1,0,1,1,1,1
82062642,0,1,1,1,1,1,1
82118682,0,1,1,1,1,1,1
84361482,0,1,1,1,1,1,1
84543942,0,1,1,1,1,1,1
84838434,0,1,0,1,1,1,1
85850428,0,0,1,1,1,1,1
86538176,0,1,0,0,1,1,0
86626503,1,1,1,0,1,1,0
86999643,0,1,1,1,1,1,1
87029466,0,0,1,0,1,1,1
90436636,1,1,0,1,1,1,0
91696007,0,1,0,0,1,1,0
93378883,1,1,1,1,1,1,0
96114847,0,0,1,1,1,1,1
96146127,0,1,0,0,1,1,1
96360063,0,1,0,1,1,1,1
96450599,0,1,1,1,1,1,1
96454595,0,1,0,0,1,1,1
96727791,0,1,1,1,1,1,1
96737211,0,1,1,1,1,1,1
98127075,0,1,1,0,1,1,1
103087081,0,1,1,1,1,1,1
105768989,0,1,0,1,1,1,1
107193314,0,1,0,1,1,1,1
107471115,0,1,0,0,1,1,1
107991930,0,1,1,0,1,1,1
108051742,0,1,1,0,1,1,1
109651861,0,1,1,1,1,1,0
109848907,0,1,1,1,1,1,1
110177863,0,1,1,1,1,1,0
111054613,0,1,1,0,1,1,1
112232553,0,1,1,1,1,1,1
112419862,0,1,0,0,1,1,0
112986371,0,1,0,0,1,1,1
113134931,0,0,1,0,1,1,1
113971060,0,1,1,0,1,1,1
114726248,0,1,1,1,1,1,0
118241739,0,0,1,1,1,1,1
118667244,0,1,1,1,1,1,1
121045001,0,1,1,1,1,1,1
122111595,0,1,1,0,1,1,1
125622122,0,1,0,1,1,1,1
125796953,0,1,0,1,1,1,1
126065059,0,1,1,1,1,1,1
126611558,1,1,0,1,1,1,0
128857854,0,1,0,1,1,1,0
129176007,0,1,1,1,1,1,1
129515952,1,1,0,1,1,1,0
131197741,0,1,0,1,1,1,0
131202911,0,0,1,1,1,1,1
131559802,0,1,1,1,1,1,1
131636321,0,1,1,1,1,1,1
132569641,0,0,1,0,1,1,1
136368506,0,1,1,1,1,1,1
139321563,0,1,0,1,1,1,1
140527863,1,1,1,1,1,1,0
142239909,0,1,1,1,1,1,1
144226252,0,1,0,1,1,1,1
145422178,0,1,1,1,1,1,1
146215776,0,1,0,1,1,1,1
149248959,1,1,0,1,1,1,0
151607467,0,1,1,0,1,1,1
152905850,0,1,0,1,1,1,0
154197349,0,1,1,0,1,1,1
154477852,0,1,1,1,1,1,1
154547583,1,1,0,1,1,1,0
156039467,0,1,0,1,1,1,0
157042531,0,1,1,1,1,1,1
157604170,0,1,1,1,1,1,1
160557792,0,1,1,1,1,1,1
163075114,1,1,0,1,1,1,0
163479707,0,1,0,1,1,1,1
167823878,0,1,1,1,1,1,1
171640056,0,1,0,0,1,1,0
171971541,0,0,1,1,1,1,1
173411197,0,1,1,0,1,1,1
174354016,0,1,1,1,1,1,1
180573776,0,1,0,1,1,1,1
180912768,0,1,1,1,1,1,1
182511218,0,1,0,0,1,1,0
183959464,0,1,1,1,1,1,1
184048837,0,1,0,1,1,1,1
184777483,0,1,0,1,1,1,1
185178011,0,1,1,1,1,1,1
185771893,0,1,1,1,1,1,1
188047458,0,1,0,1,1,1,1
188043254,1,1,0,1,1,1,0
189152524,0,1,1,1,1,1,1
192912616,0,1,1,1,1,1,1
195763762,0,1,1,1,1,1,0
196179205,0,1,0,0,1,1,1
201724641,0,1,1,0,1,1,1
202220813,0,1,0,1,1,1,1
202326763,0,1,1,1,1,1,1
203583202,0,1,1,1,1,1,1
204444302,0,1,0,0,1,1,1
204808236,0,1,1,1,1,1,1
207138462,0,0,1,1,1,1,1
207490418,1,1,0,1,1,1,0
210525855,0,1,1,1,1,1,1
211462267,0,1,0,1,1,1,1
213981500,0,1,1,1,1,1,1
214967682,0,1,1,1,1,1,1
215992174,0,0,1,1,1,1,1
217232725,0,1,1,1,1,1,1
220859239,0,1,0,0,1,1,1
221964205,0,1,1,1,1,1,1
222893837,1,1,1,0,1,1,0
223007169,0,1,1,1,1,1,1
225060606,0,1,1,1,1,1,1
226576785,0,1,0,1,1,1,1
226923750,0,1,0,1,1,1,1
228711740,1,1,1,1,1,1,0
233533428,0,1,1,1,1,1,0
233890781,0,1,1,1,1,1,1
234430637,0,1,0,0,1,1,1
237886553,0,1,1,0,1,1,1
238505344,0,1,0,0,1,1,0
242272799,0,1,1,1,1,1,1
248134718,0,1,1,1,1,1,1
252679829,0,1,1,1,1,1,1
254602977,0,1,1,0,1,1,1
255499265,0,1,0,1,1,1,0
257111136,0,0,1,0,1,1,1
257400824,0,1,0,0,1,1,1
264133279,0,1,1,0,1,1,1
265017059,0,1,1,1,1,1,1
265731317,0,1,1,1,1,1,1
267989312,0,1,0,1,1,1,1
271374532,0,1,1,1,1,1,1
272121120,0,1,1,1,1,1,1
272911207,0,1,1,1,1,1,1
275183383,0,1,1,0,1,1,1
276983152,0,1,1,1,1,1,1
281234838,0,1,1,1,1,1,1
282523842,0,1,1,1,1,1,1
283013230,0,1,0,1,1,1,1
286690782,0,1,1,1,1,1,1
286841761,0,1,1,1,1,1,0
290147254,0,1,1,1,1,1,1
290494853,0,1,0,1,1,1,1
290585680,0,1,0,1,1,1,0
291949510,1,1,0,1,1,1,0
297023247,0,1,1,1,1,1,1
299618434,0,1,1,1,1,1,1
303061039,0,1,1,1,1,1,1
304268784,0,1,1,1,1,1,1
312691936,0,1,1,1,1,1,1
317336535,0,1,0,0,1,1,0
321282277,0,1,0,1,1,1,1
326716112,0,1,1,1,1,1,0
328117388,0,0,1,1,0,1,1
331349150,1,1,0,1,1,1,0
338966793,0,1,1,1,1,1,1
342957744,0,1,1,1,1,1,1
343931635,0,1,1,1,1,1,1
344675728,0,1,1,0,1,1,1
344780239,0,1,1,1,1,1,1
344955391,1,1,1,1,1,1,0
353254693,0,0,1,1,1,1,1
353608206,0,1,1,1,1,1,1
356979186,0,1,0,1,1,1,0
359370934,0,0,1,1,1,1,1
365993895,0,1,0,0,1,1,1
370595287,0,1,1,1,1,1,1
372786191,1,1,1,1,1,1,0
374138547,0,1,0,1,1,1,0
378814988,0,0,1,1,1,1,1
379176983,0,1,1,1,1,1,1
379296310,1,1,1,1,1,1,0
379728710,0,1,1,1,1,1,1
381384396,0,1,0,0,1,1,1
383145557,0,1,1,1,1,1,0
384547005,0,1,1,1,1,1,1
384858886,0,1,1,1,1,1,1
392094997,1,1,0,1,1,1,0
393255100,0,1,1,1,1,1,1
395890746,0,1,1,0,1,1,1
397337275,0,1,1,1,1,1,1
400741034,0,1,0,1,1,1,1
400826236,0,1,1,0,1,1,1
402034337,0,1,1,1,1,1,1
405135128,0,1,1,1,1,1,1
405611085,1,1,1,1,1,1,0
406150965,0,1,1,1,1,1,0
406923780,0,1,1,1,1,1,1
407302551,0,1,1,1,1,1,1
408637014,0,1,1,1,1,1,1
409297732,0,1,0,1,1,1,1
409503051,0,1,1,1,1,1,1
410193975,0,1,0,1,1,1,1
412604603,0,1,1,1,1,1,1
421319874,0,1,1,1,1,1,1
423410028,0,1,1,0,1,1,0
423649561,0,0,1,1,1,1,1
424920096,0,1,1,1,1,1,1
425209420,0,1,1,0,1,1,1
426932675,0,0,1,1,1,1,1
428213157,0,1,1,1,1,1,1
428259355,0,1,1,1,1,1,1
428434740,1,1,0,1,1,1,0
429414906,1,1,0,0,1,1,0
433988089,1,1,1,1,1,1,0
435045600,0,1,1,1,1,1,1
437392860,0,1,1,1,1,1,1
437721739,0,0,1,1,0,1,1
550428173,0,1,1,1,1,1,1
479506412,0,0,1,1,1,1,1
440128266,1,1,1,1,1,1,0
479815906,0,1,1,1,1,1,1
986364644,0,1,1,1,1,1,1
552027659,0,1,0,1,1,1,1
724632068,0,1,1,1,1,1,1
987245388,0,1,1,1,1,1,1
442592200,0,1,1,1,1,1,0
482148232,0,1,1,1,1,1,0
446366385,0,0,1,1,1,1,1
483227930,0,1,1,1,1,1,1
483838785,0,1,0,1,1,1,0
449195625,0,0,1,0,1,1,1
995328134,0,1,1,1,1,1,0
486991172,0,1,1,1,1,1,1
487275447,0,1,1,0,1,1,1
452726181,0,1,1,1,1,1,1
453034522,0,1,1,1,1,1,1
487880355,0,1,1,1,1,1,0
754656198,0,1,1,1,1,1,1
1001305494,0,1,0,1,1,1,1
561814955,0,1,1,1,1,1,1
766507921,0,1,1,1,1,1,0
491275814,1,1,1,1,1,1,0
491391312,0,1,1,1,1,1,1
769388442,0,1,1,1,1,1,1
564751387,0,1,1,0,1,1,1
565292271,0,1,1,0,1,1,0
493462829,0,1,0,1,1,1,1
493919122,0,1,1,1,1,1,1
462251578,0,1,1,1,1,1,1
495378971,0,1,1,1,1,1,1
464014539,0,1,1,1,1,1,1
1017001452,0,0,1,1,1,1,1
1018511592,0,1,1,1,1,1,1
499717759,0,1,0,1,1,1,1
573824373,0,1,0,1,1,1,1
499933271,0,1,1,1,1,1,1
469218793,0,1,1,1,1,1,0
501066121,0,1,0,1,1,1,0
469454275,0,1,0,0,1,1,0
1028535421,0,1,1,0,1,1,1
578266551,0,1,1,1,1,1,1
504803459,0,1,1,1,1,1,1
504944262,0,1,0,1,1,1,1
475246008,0,1,0,1,1,1,1
475693524,0,0,1,1,1,1,1
819790166,0,1,1,0,1,1,1
477087533,0,1,1,1,1,1,1
515405009,0,1,1,0,1,1,1
515909793,0,0,1,1,1,1,1
833089766,1,1,0,1,1,1,0
834141984,0,1,1,1,1,1,1
525408377,0,1,1,0,1,1,1
526702246,0,1,1,1,1,1,1
602758496,0,0,1,1,1,1,1
866254687,0,1,1,1,1,1,0
535670031,0,1,1,1,1,1,1
605521007,0,1,1,1,1,1,1
536512353,0,1,0,0,1,1,1
538395588,0,1,1,1,1,1,1
607937852,0,1,1,1,1,1,0
539143317,0,1,0,1,1,1,0
543301439,1,1,1,0,1,1,0
543727249,0,1,1,1,1,1,0
614249086,0,1,1,0,1,1,1
893784643,0,1,0,1,1,1,1
898218318,0,1,1,1,1,1,1
899934248,1,1,0,1,1,1,0
621508569,0,1,1,0,1,1,1
622618462,0,0,1,1,1,1,1
916815853,0,1,1,1,1,1,1
919599445,0,1,1,1,1,1,1
629208634,0,1,1,0,1,1,0
1147652996,0,0,1,1,1,0,1
938775151,0,1,1,0,1,1,1
947759960,0,1,1,1,1,1,1
948165787,0,1,1,1,1,1,1
955966339,0,1,1,1,1,1,1
960978096,0,1,1,1,1,1,1
962500717,0,1,1,1,1,1,1
964327405,0,1,1,0,1,1,1
968350345,0,1,1,1,1,1,1
971643848,0,1,1,0,1,1,1
974434579,0,1,1,0,1,1,1
982398253,0,1,1,1,1,1,1
982457101,0,1,1,0,1,1,1
982676647,0,1,0,0,1,1,1
11990112,0,1,0,1,1,1,0
14474989,0,1,0,0,1,1,1
14867242,0,1,1,1,1,1,1
15530118,0,1,1,0,1,1,1
17498356,0,1,1,0,1,1,1
19861856,0,1,1,1,1,1,0
22407164,0,1,1,1,1,1,1
22600059,0,0,1,1,1,1,1
22840934,0,1,0,1,1,1,1
22994885,0,1,0,1,1,1,1
30638954,0,1,0,1,1,1,1
31107779,0,1,1,1,1,1,1
45434489,0,1,0,0,1,1,1
47081262,0,1,1,1,1,1,1
47637732,0,1,1,1,1,1,1
61728897,0,1,1,0,1,1,1
72863207,1,1,0,0,1,1,0
80849401,0,1,1,0,1,1,1
91866630,0,1,0,0,1,1,1
96109716,0,1,1,1,1,1,1
118197667,0,1,1,1,1,1,1
133387350,0,1,1,0,1,1,1
206326866,0,0,1,1,1,1,1
240173232,0,1,1,0,1,1,1
240821668,0,1,1,1,1,1,1
254497239,0,1,0,1,1,1,1
281623827,0,1,1,1,1,1,1
294182639,0,1,1,0,1,1,1
305476548,0,1,1,1,1,1,1
333412049,0,1,1,1,1,1,1
339887833,0,1,1,1,1,1,1
363161920,0,1,0,1,1,1,0
394789922,0,1,1,1,1,1,1
397034400,0,1,1,1,1,1,1
425767265,0,0,1,0,1,1,1
425878819,0,1,1,0,1,1,1
443896569,0,1,0,1,1,1,1
488525613,0,0,1,0,1,1,1
583885189,1,1,0,0,1,1,0
588147020,0,1,1,1,1,1,1
614133542,0,1,0,1,1,1,1
780431689,0,0,1,1,1,1,1
791830218,0,0,1,1,1,1,1
821873300,0,0,1,0,1,1,1
832044601,0,1,1,0,1,1,1
851100607,0,0,1,1,1,1,1
890871740,0,0,1,1,1,1,1
975603631,0,0,1,1,1,1,1
980531466,0,0,1,1,1,1,1
983033413,0,1,1,0,1,1,1
1010894497,0,1,1,1,1,1,1
39588706,0,0,1,1,1,1,1
13972932,0,1,1,1,1,1,1
90626911,0,1,1,1,1,1,1
321257315,0,0,1,0,1,1,1
616206452,0,1,1,1,1,1,1
616226398,0,0,1,1,1,1,0
1129016958,0,1,1,1,1,1,1
1174566572,0,0,1,1,1,1,0
107013897,0,0,1,1,1,1,0
1175053682,0,0,1,1,1,0,0
1175677580,0,0,1,1,1,1,0
334249560,0,0,1,1,1,0,0
88866261,0,0,1,1,1,1,0
1174778426,0,1,1,1,1,1,0
616296594,0,0,1,1,1,1,1
616544230,0,0,1,1,1,1,0
1130216966,0,1,1,1,1,1,0
401190123,0,0,1,0,0,0,0
616325196,0,1,1,1,1,1,0
617745271,0,0,1,1,1,0,0
1374959215,0,0,1,1,0,0,1
716473104,0,1,1,1,1,0,1
1372493953,0,0,1,1,0,1,0
1124360551,0,1,1,1,1,0,0
1176045456,0,0,1,1,1,1,0
157864555,0,0,1,1,1,1,0
189730759,0,1,1,1,1,0,1
1174317492,0,1,1,1,1,1,0
1174360562,0,1,1,1,0,0,0
616891841,0,1,1,1,1,0,0
1176037879,0,0,1,1,1,0,0
202155524,0,0,1,1,0,0,0
617788541,0,1,1,1,1,0,1
1127297354,0,1,1,1,1,1,0
53671214,0,0,1,1,0,1,1
1127411401,0,1,1,1,1,1,0
1174898036,0,1,1,1,1,1,1
1174457058,0,1,1,1,1,1,0
1176067166,0,0,1,1,1,0,0
616224637,0,1,1,1,1,1,0
1176223429,0,1,1,1,1,1,0
229286608,0,0,1,1,1,1,0
202511395,0,0,1,1,1,1,1
129899218,0,0,1,1,0,1,1
616302072,0,1,1,1,1,1,0
617236155,0,0,1,1,1,1,0
1176174571,0,0,1,1,1,0,1
617710286,0,0,1,1,1,1,1
616337604,0,0,1,1,1,0,0
617605452,0,0,1,1,1,1,1
185933483,0,1,1,0,1,1,0
1176150378,0,0,1,1,1,1,0
422415442,0,0,1,0,1,0,1
181225107,0,0,1,1,0,0,0
616223567,0,0,1,1,1,1,1
1176388189,0,0,1,1,1,1,1
616448213,0,1,1,1,1,1,0
621412525,0,1,1,1,1,1,1
1127216318,0,1,1,1,1,0,0
346747623,0,1,1,0,1,0,0
1175840936,0,0,1,1,1,1,0
130303998,0,0,1,1,1,0,0
1174387664,0,0,1,1,1,1,1
1128486390,0,1,1,1,1,0,1
617078388,0,1,1,1,1,1,0
619219990,0,0,1,1,1,0,0
1127822533,0,0,1,1,1,1,0
1175872345,0,0,1,1,1,1,0
361350314,0,0,1,1,1,0,0
355993172,0,1,1,1,1,1,0
1175711664,0,0,1,1,1,1,0
295394982,0,0,1,1,0,1,0
1176288571,0,0,1,1,1,0,0
1130535104,0,0,1,1,1,0,1
617538588,0,0,1,1,1,1,1
622793906,0,0,1,1,1,1,0
585883867,0,1,1,1,1,1,0
1126962823,0,1,1,1,1,0,0
616288152,0,1,1,1,1,0,0
1176054547,0,0,1,1,1,0,0
616222843,0,0,1,1,1,0,1
617867481,0,1,1,1,1,1,1
616208980,0,0,1,1,1,0,1
616300077,0,0,1,1,1,0,1
1176172730,0,0,1,1,1,1,1
1176198690,0,1,1,1,1,1,0
1175719664,0,0,1,1,1,1,1
1176274290,0,1,1,1,1,0,0
1174713944,0,0,1,1,1,0,0
617279109,0,1,1,1,1,0,0
109075883,0,0,1,1,1,1,1
616646437,0,1,1,1,1,0,0
1176405116,0,0,1,1,1,1,0
1124739583,0,1,1,1,1,1,0
1174855417,0,0,1,1,1,0,0
617173576,0,1,1,1,1,1,1
291191096,0,0,1,1,0,1,0
20726266,0,0,1,1,1,0,0
152846674,0,0,1,1,0,1,0
1174342740,0,0,1,1,1,1,0
169433349,0,1,1,1,1,0,0
479340177,0,1,0,1,0,1,0
1174811528,0,0,1,1,1,0,0
1208410542,0,0,1,1,1,1,0
616303560,0,0,1,1,1,1,1
620739715,0,1,1,1,1,0,0
1373450377,0,0,1,1,0,1,0
616285401,0,1,1,1,1,1,0
242186430,0,1,1,1,1,1,0
622524146,0,1,1,1,1,1,1
199815995,0,0,1,1,1,1,1
54047372,0,0,1,1,0,1,1
1129288938,0,1,1,1,1,1,0
332882634,0,0,1,1,1,1,1
619513437,0,1,1,1,1,0,0
292442271,0,0,1,1,0,1,0
392188753,0,0,1,0,1,0,0
616217939,0,1,1,1,1,1,0
710814337,0,1,1,1,1,1,1
1174982719,0,0,1,1,1,1,0
708529440,0,0,1,1,1,0,0
1174680708,0,0,1,1,1,1,0
1174627123,0,0,1,1,1,1,0
619683215,0,1,1,1,1,1,1
394416247,1,1,0,1,1,1,0
223329964,0,1,0,0,1,0,1
57757511,0,0,1,1,1,0,1
1174876764,0,1,1,1,1,1,1
617494611,0,1,1,1,1,0,0
714583566,0,0,1,1,1,0,0
617452824,0,0,1,1,1,0,0
1175734488,0,0,1,1,1,0,0
617111228,0,0,1,1,1,0,0
616229522,0,1,1,1,1,1,1
1175951042,0,0,1,1,1,0,0
1174435964,0,0,1,1,1,0,1
245280307,0,0,1,1,0,1,0
1176283176,0,0,1,1,1,1,0
1176090313,0,1,1,1,1,0,0
1175980688,0,0,1,1,1,0,0
402630337,0,1,1,1,1,1,0
618223383,0,1,1,1,1,0,1
1385228084,0,0,1,1,1,1,1
329489449,0,0,1,1,1,0,0
112131340,0,0,1,0,0,1,1
1176301609,0,0,1,1,1,0,0
617437469,0,1,1,1,1,0,1
621414410,0,0,1,1,1,1,0
616220414,0,1,1,1,1,0,0
1208295348,0,0,1,1,0,0,0
616218947,0,1,1,1,1,1,0
618945271,0,0,1,1,1,1,0
261915122,0,1,1,1,1,0,1
616308387,0,0,1,1,1,0,1
616263058,0,0,1,1,1,0,0
617590863,0,1,1,1,1,1,1
104657589,0,0,1,1,1,1,0
544481555,0,0,1,1,1,1,0
1176024900,0,0,1,1,1,0,1
1175006178,0,0,1,1,1,0,0
616758171,0,1,1,1,1,1,0
1176177198,0,0,1,1,1,0,1
617662277,0,0,1,1,1,1,0
1174400497,0,0,1,1,1,1,0
616217762,0,1,1,1,1,1,1
617888487,0,1,1,1,1,0,0
619810380,0,1,1,1,1,1,0
618615426,0,1,1,1,1,1,0
617245921,0,1,1,1,1,1,1
558153258,0,0,1,1,1,1,0
620687869,0,1,1,1,1,1,0
394725471,0,0,1,1,1,0,0
616500089,0,1,1,1,1,1,1
1129401444,0,0,1,1,1,0,1
384501016,0,0,1,1,0,1,0
617732455,0,0,1,1,1,1,0
1127827542,0,0,1,1,1,0,0
616227562,0,0,1,1,1,0,1
1128706746,0,1,1,1,1,1,0
1174648291,0,0,1,1,1,1,0
1175720130,0,1,1,1,1,0,0
504867024,0,0,1,1,0,1,0
1130534586,0,0,1,1,1,1,0
328612451,0,0,1,1,0,0,0
620777740,0,1,1,1,1,1,0
1130259265,0,0,1,1,1,0,0
97275343,0,0,1,1,1,1,0
1219039568,0,0,1,1,0,1,0
1129803002,0,1,1,1,1,1,0
1130225450,0,1,1,1,1,1,0
1129901942,0,1,1,1,1,0,1
1127132214,0,0,1,1,1,1,0
616211479,0,0,1,1,1,1,0
619369704,0,1,1,1,1,1,0
616210933,0,1,1,1,1,1,0
10935572,1,1,1,1,1,0,0
1174762351,0,1,1,1,1,1,1
616727070,0,0,1,1,1,1,0
92525390,0,0,1,1,0,0,0
616854398,0,1,1,1,1,0,0
1175993282,0,1,1,1,0,1,0
597614760,0,0,1,1,1,0,0
1174933712,0,0,1,1,1,0,0
620896239,0,1,1,1,1,1,0
582855209,0,0,1,1,0,0,0
195874688,0,0,1,0,1,1,0
1174670046,0,1,1,1,1,1,0
1129937737,0,0,1,1,1,1,1
1129397028,0,0,1,1,0,1,0
616205957,0,1,1,1,1,1,0
1175898612,0,0,1,1,1,0,1
1130403349,0,1,1,1,1,1,0
1127894718,0,0,1,1,1,1,0
616299699,0,1,1,1,1,0,0
1175757835,0,0,1,1,1,1,0
202440814,0,0,1,1,1,0,0
1174409298,0,0,1,1,1,0,0
1175883632,0,0,1,1,1,1,0
616231447,0,1,1,1,1,1,0
716451656,0,0,1,1,1,1,0
617279835,0,1,1,1,1,1,0
52346698,0,0,1,0,0,1,1
622304985,0,0,1,1,1,1,0
1176194707,0,0,1,1,1,1,0
710092674,0,1,1,1,1,1,1
466557338,0,0,1,1,1,1,1
1175062736,0,1,1,1,1,1,0
475035176,0,0,1,1,1,1,0
1174553017,0,0,1,1,1,1,0
231035428,1,0,1,1,1,1,1
1127880368,0,0,1,1,1,0,1
158541730,0,1,1,0,0,0,0
129729416,0,0,1,1,1,1,0
233884874,0,0,1,1,1,1,0
1128394315,0,0,1,1,1,1,0
50449844,0,1,1,0,1,1,1
616874546,0,1,1,1,1,0,1
616285149,0,1,1,1,1,1,0
261627134,0,0,1,1,1,1,0
616230778,0,0,1,1,1,0,1
1127066796,0,1,1,1,1,1,1
616300368,0,1,1,1,1,1,0
1174700300,0,0,1,1,1,1,0
616977822,0,1,1,1,1,1,0
616221038,0,1,1,1,1,1,0
529329358,0,0,1,1,0,0,1
1176249991,0,0,1,1,1,1,0
620696383,0,1,1,1,1,1,0
222154371,0,0,1,1,1,1,0
1387393236,0,0,1,1,0,1,0
1124550980,0,0,1,1,1,1,0
1129290072,0,0,1,1,1,0,0
1175848021,0,0,1,1,1,0,1
617400276,0,0,1,1,1,0,1
1174775082,0,1,1,1,1,1,1
716289278,0,0,1,1,1,1,1
1176279901,0,0,1,1,1,1,0
616218743,0,0,1,1,1,1,0
617733045,0,0,1,1,1,0,0
1127914004,0,1,1,1,1,0,0
618215489,0,0,1,1,1,1,0
1128666674,0,0,1,1,1,0,0
616755124,0,1,1,1,1,1,0
616304159,0,1,1,1,1,1,0
1176070208,0,1,1,1,1,0,0
616566914,0,0,1,1,1,1,0
94528740,1,0,1,1,1,1,1
1175741276,0,0,1,1,1,0,1
619448053,0,0,1,1,1,1,1
616753922,0,1,1,1,1,0,0
508032449,0,0,1,1,0,1,0
1127839795,0,0,1,1,1,1,0
1175025703,0,1,1,1,1,1,0
616791162,0,1,1,1,1,1,0
1174694204,0,1,1,1,1,1,1
616225522,0,0,1,1,1,0,0
412614875,0,0,1,1,1,0,0
1176358165,0,1,1,1,1,0,1
1175782370,0,0,1,1,1,0,0
105696650,0,0,1,1,1,1,1
1130538576,0,1,1,1,1,1,0
83697927,0,0,1,1,1,0,1
545647644,0,0,1,1,0,0,0
1174435530,0,0,1,1,0,0,1
1175904811,0,0,1,1,0,1,0
616583718,0,1,1,1,1,1,1
443037335,0,1,1,0,0,1,0
616224125,0,1,1,1,1,0,0
1127023860,0,0,1,1,1,1,0
1175791177,0,0,1,1,1,1,0
1127645011,0,0,1,1,1,0,1
620259574,0,0,1,1,1,1,1
1367487373,0,0,1,1,0,1,0
617309307,0,1,1,1,1,1,0
617447770,0,1,1,1,1,1,0
712317120,0,0,1,1,1,0,1
616225411,0,1,1,1,1,1,0
151474227,0,0,1,1,1,0,1
618499240,0,1,1,1,1,0,0
619235948,0,1,1,1,1,0,0
253111142,0,0,1,1,1,1,0
1130110020,0,0,1,1,1,0,0
621412482,0,1,1,1,1,0,1
1207752978,0,0,1,1,0,0,1
617276858,0,1,1,1,1,1,1
616218488,0,1,1,1,1,0,1
252139342,0,1,1,1,1,0,1
1174330140,0,0,1,1,1,1,0
1174885004,0,0,1,1,1,0,1
611817370,0,1,0,0,1,1,0
1391998039,0,0,1,1,0,0,0
1176031873,0,1,1,1,1,1,0
1174750884,0,0,1,1,1,0,0
619441415,0,1,1,1,1,1,0
616211005,0,1,1,1,1,1,1
617236411,0,1,1,1,1,1,0
617293369,0,1,1,1,1,0,1
1176277345,0,0,1,1,1,1,0
290499654,0,1,0,0,1,0,0
1127303257,0,0,1,1,1,1,1
617398277,0,0,1,1,1,1,0
616219076,0,1,1,1,1,0,0
1175943655,0,0,1,1,1,0,0
1387702238,0,0,1,1,0,0,1
616212148,0,1,1,1,1,0,0
1176319747,0,0,1,1,1,1,0
616231544,0,1,1,1,1,1,1
1176344617,0,0,1,1,1,0,1
616224133,0,0,1,1,1,1,0
617342164,0,1,1,1,1,1,0
1174944620,0,1,1,1,1,0,1
618136325,0,1,1,1,1,1,0
1127515314,0,1,1,1,1,1,1
1174402410,0,0,1,1,1,0,0
1175806116,0,1,1,1,1,0,0
1128697718,0,0,1,1,1,0,0
616234909,0,1,1,1,1,0,1
34589722,0,0,1,1,1,1,1
616438405,0,1,1,1,1,0,1
1130213556,0,1,1,1,1,1,1
622866052,0,1,1,1,1,1,0
1174898930,0,0,1,1,1,1,0
1174804556,0,1,1,1,1,1,0
335052095,0,0,1,1,1,0,0
617843808,0,0,1,1,1,1,1
93225500,0,0,1,1,1,0,0
1175992374,0,0,1,1,1,1,0
1175000504,0,0,1,1,1,0,0
616650103,0,1,1,1,1,0,0
1176127388,0,0,1,1,1,1,0
1175788465,0,0,1,1,1,0,1
1176267397,0,0,1,1,1,1,0
101399567,0,0,1,1,0,0,0
616312923,0,1,1,1,1,0,0
245685332,0,0,1,1,1,0,0
618549078,0,1,1,1,1,1,0
404334610,0,0,1,1,1,1,0
358263991,0,1,1,1,1,1,0
1208757007,0,0,1,1,0,0,0
1124447899,0,0,1,1,1,1,1
1175933244,0,1,1,1,1,1,0
1175633166,0,0,1,1,1,1,1
